account_id,amount,duration,payments,frequency,date_diff,card_type,no_orders,avg_order,avg_trans,avg_bal,no_of_trans,total_inhabitants,avg_unemp_rt,avg_crime_rt,avg_salary,age_at_loan,gender,same_district,status
2187,53472,12,4456,Weekly Statement,617,NULL,1,4456,13587.44,65723.2,222,81344,3.68,0.034,8899,54,M,1,Good
3489,44088,24,1837,Monthly Statement,236,NULL,2,2605,5554.79,43216.35,300,81344,3.68,0.034,8899,44,F,1,Good
4580,20220,12,1685,Monthly Statement,343,classic,2,5203.9,10737.19,50401.42,366,81344,3.68,0.034,8899,22,F,1,Good
4626,33348,12,2779,Monthly Statement,368,NULL,1,2778.7,12433.4,45632.48,167,81344,3.68,0.034,8899,27,F,1,Good
5591,221880,60,3698,Monthly Statement,311,NULL,5,1447.96,5187.34,51147.96,299,81344,3.68,0.034,8899,53,F,1,Good
7990,144960,48,3020,Monthly Statement,601,NULL,2,5089,13452.05,67525.06,214,81344,3.68,0.034,8899,31,F,1,Good
8039,93600,24,3900,Monthly Statement,308,classic,4,2203.88,6580.65,49513.42,289,81344,3.68,0.034,8899,20,M,1,Good
9153,52236,36,1451,Monthly Statement,444,NULL,2,3246.5,2691.86,40892.72,174,81344,3.68,0.034,8899,55,M,1,Good
9504,341280,60,5688,Monthly Statement,406,classic,1,5688,14207.61,44112.29,198,81344,3.68,0.034,8899,44,M,1,Good
110,162576,36,4516,Monthly Statement,418,classic,3,2554.67,6839.22,45365.28,209,159617,3.805,0.037,9198,41,M,1,Good
1776,43200,24,1800,Monthly Statement,304,NULL,2,3755,4675.32,39581.85,103,159617,3.805,0.037,9198,49,F,1,Good
4052,106128,36,2948,Weekly Statement,337,NULL,1,2948,7471.31,42200.23,137,159617,3.805,0.037,9198,15,M,1,Good
6950,475680,48,9910,Monthly Statement,123,classic,2,9235.5,8484.92,46895.28,161,159617,3.805,0.037,9198,31,F,1,Good
8026,128268,36,3563,Monthly Statement,170,classic,1,3563,9632.17,63713.11,108,159617,3.805,0.037,9198,51,M,1,Good
10345,31260,12,2605,Monthly Statement,654,NULL,2,4673.5,3905.21,22276.53,191,159617,3.805,0.037,9198,26,M,1,Good
10711,24180,60,403,Monthly Statement,534,NULL,5,811.6,5354.15,79272.04,249,159617,3.805,0.037,9198,55,M,1,Good
173,104808,12,8734,Monthly Statement,186,NULL,5,3468.4,4513.02,37433.85,572,125832,3.815,0.017,8512,51,M,1,Good
2988,88608,12,7384,Per Transaction,632,NULL,1,7384,12602.47,54237.57,168,125832,3.815,0.017,8512,47,M,1,Good
4259,79632,24,3318,Monthly Statement,141,NULL,3,5029.67,11875.14,55903.99,458,125832,3.815,0.017,8512,35,F,1,Good
4774,465072,48,9689,Monthly Statement,541,NULL,1,9689,7604.44,42890.65,392,125832,3.815,0.017,8512,43,M,1,Good
5422,368880,60,6148,Monthly Statement,590,NULL,4,2683.75,9763.81,50416.79,480,125832,3.815,0.017,8512,18,M,1,Good
8688,67980,12,5665,Monthly Statement,118,NULL,1,5665,5737.88,44826.92,162,125832,3.815,0.017,8512,51,F,1,Good
10439,151560,24,6315,Monthly Statement,194,gold,2,8224.5,11902.3,56137.61,421,125832,3.815,0.017,8512,37,M,1,Good
1527,164052,36,4557,Per Transaction,367,NULL,1,4557.2,9456.97,36316.49,389,51313,3.86,0.027,8930,19,F,1,Bad
1772,202788,36,5633,Weekly Statement,387,NULL,2,8813.5,14660.56,67825.58,330,51313,3.86,0.027,8930,43,F,1,Good
2153,61560,12,5130,Weekly Statement,326,classic,4,4848.12,8566.14,33462.47,274,51313,3.86,0.027,8930,50,M,1,Good
2227,92976,24,3874,Weekly Statement,569,classic,2,8629.85,13005.1,62734.05,420,51313,3.86,0.027,8930,25,F,1,Good
6400,72408,24,3017,Per Transaction,126,NULL,4,4468.92,7155.01,40908.09,287,51313,3.86,0.027,8930,38,F,1,Bad
6425,36684,12,3057,Monthly Statement,631,NULL,1,3057,4429.45,26750.7,431,51313,3.86,0.027,8930,16,F,0,Good
8260,224604,36,6239,Monthly Statement,519,junior,1,6239.2,14296.17,68073.47,425,51313,3.86,0.027,8930,14,M,1,Good
9583,104712,24,4363,Weekly Statement,569,NULL,2,8874.35,12920.59,65320.47,421,51313,3.86,0.027,8930,25,F,1,Good
1480,123300,36,3425,Weekly Statement,565,classic,1,3425.2,12860.92,54359.86,162,118650,3.9,0.05,9832,53,F,1,Good
6930,25944,24,1081,Monthly Statement,260,classic,1,1081,9312.59,52050.89,357,118650,3.9,0.05,9832,34,F,1,Good
10630,198240,24,8260,Monthly Statement,160,NULL,2,7781.5,5316.36,27560.84,304,118650,3.9,0.05,9832,35,M,1,Good
2580,89340,60,1489,Monthly Statement,267,NULL,2,3252.5,4121.77,53490.1,249,110643,3.965,0.019,8441,25,F,1,Good
3050,82896,12,6908,Monthly Statement,482,classic,4,4195.88,9982.39,57004.18,609,110643,3.965,0.019,8441,19,M,0,Good
4448,192744,36,5354,Monthly Statement,488,classic,1,5353.5,10880.97,67194.59,431,110643,3.965,0.019,8441,23,F,1,Good
4969,150180,60,2503,Weekly Statement,199,NULL,3,3807.27,13323.09,63042.46,210,110643,3.965,0.019,8441,56,M,1,Good
6902,49320,36,1370,Monthly Statement,425,NULL,3,1978.33,3386.18,28553.85,175,110643,3.965,0.019,8441,28,M,1,Good
7824,189696,24,7904,Monthly Statement,134,NULL,3,3861.6,10046.27,36164.12,339,110643,3.965,0.019,8441,25,F,1,Bad
8645,240900,60,4015,Monthly Statement,533,NULL,2,6467,5113.25,26573,125,110643,3.965,0.019,8441,49,F,1,Good
9928,89340,60,1489,Monthly Statement,267,NULL,2,3252.5,4119.3,54166.11,249,110643,3.965,0.019,8441,25,F,1,Good
10436,54396,36,1511,Monthly Statement,191,NULL,1,1511,2794.26,59367.7,189,110643,3.965,0.019,8441,53,M,1,Good
1843,105804,36,2939,Monthly Statement,185,classic,2,4966.35,5983.63,35669.36,462,107870,4.07,0.036,8754,53,F,0,Good
3390,40632,12,3386,Weekly Statement,444,NULL,5,1380.9,4812.99,52229.79,212,107870,4.07,0.036,8754,53,F,1,Good
4937,143904,24,5996,Monthly Statement,518,NULL,3,3161.07,9248.27,56720.97,560,107870,4.07,0.036,8754,39,M,0,Good
6473,76908,12,6409,Monthly Statement,485,NULL,1,6408.8,11575.65,46888.42,473,107870,4.07,0.036,8754,48,F,0,Bad
7136,74124,36,2059,Weekly Statement,529,NULL,4,1480.25,8252.14,55798.64,379,107870,4.07,0.036,8754,57,F,1,Good
9869,331560,60,5526,Monthly Statement,571,junior,3,4637,6547.08,57196.31,465,107870,4.07,0.036,8754,10,M,0,Good
10493,133800,24,5575,Monthly Statement,405,NULL,3,5003.77,9331.93,45957.14,177,107870,4.07,0.036,8754,53,M,1,Good
11186,392460,60,6541,Monthly Statement,678,junior,2,8175.6,12455.63,67157.03,339,107870,4.07,0.036,8754,16,F,1,Good
1978,205200,36,5700,Weekly Statement,541,NULL,4,4739.32,8622.56,56266.27,564,161954,4.115,0.023,8720,32,F,0,Good
2754,335280,48,6985,Weekly Statement,464,NULL,3,3364.43,13063.56,40543.77,239,161954,4.115,0.023,8720,44,F,1,Good
4033,84288,48,1756,Monthly Statement,121,NULL,3,2019.33,3884.7,33258.08,167,161954,4.115,0.023,8720,19,F,1,Good
5477,349392,48,7279,Monthly Statement,657,classic,2,6810.65,12981.24,68515.3,283,161954,4.115,0.023,8720,39,M,1,Good
7082,194160,48,4045,Monthly Statement,520,NULL,5,2377,3231.15,28162.68,233,161954,4.115,0.023,8720,53,F,1,Good
9242,23184,12,1932,Monthly Statement,315,NULL,1,1932,2770.83,36277.56,218,161954,4.115,0.023,8720,18,F,1,Good
817,538500,60,8975,Monthly Statement,336,NULL,2,6790,7265.11,31340.35,361,95616,4.14,0.03,9307,31,M,1,Good
2000,290820,60,4847,Monthly Statement,342,classic,4,2056.75,5134,48864.51,128,95616,4.14,0.03,9307,57,M,1,Good
2345,199680,60,3328,Monthly Statement,412,NULL,2,3470.1,6712.49,32837.57,400,95616,4.14,0.03,9307,42,M,0,Good
4863,76080,12,6340,Monthly Statement,371,junior,3,5225.43,10388.82,60857.08,261,95616,4.14,0.03,9307,18,F,1,Good
5164,22356,36,621,Monthly Statement,314,NULL,2,2441,2772.68,22634.64,104,95616,4.14,0.03,9307,54,M,1,Good
5632,285600,60,4760,Weekly Statement,252,NULL,1,4760,13825.13,58264.64,326,95616,4.14,0.03,9307,15,F,1,Good
5837,177804,36,4939,Monthly Statement,423,NULL,1,4939,10415.95,53945.85,173,95616,4.14,0.03,9307,26,F,1,Good
6265,87360,24,3640,Monthly Statement,221,classic,2,5456.75,11291.7,55385.62,198,95616,4.14,0.03,9307,56,M,1,Good
7184,155640,24,6485,Monthly Statement,412,NULL,5,2553,5544.46,37220.16,370,95616,4.14,0.03,9307,54,F,1,Good
11271,67320,36,1870,Monthly Statement,499,NULL,4,2639.58,3450.26,23287.65,303,95616,4.14,0.03,9307,21,M,1,Good
2705,93888,36,2608,Per Transaction,156,NULL,2,6665.6,6213.77,33983.19,440,86513,4.155,0.017,8288,43,F,1,Good
2986,24792,24,1033,Monthly Statement,606,classic,3,1908,6706.53,51849.88,234,86513,4.155,0.017,8288,36,M,1,Good
3354,4980,12,415,Monthly Statement,242,NULL,4,1287,2727.08,25265.19,533,86513,4.155,0.017,8288,42,F,1,Good
3403,71820,36,1995,Monthly Statement,403,NULL,1,1995,11051.5,58984.87,127,86513,4.155,0.017,8288,30,M,1,Good
4660,106944,24,4456,Monthly Statement,145,NULL,4,1872.25,8588.03,40008.85,188,86513,4.155,0.017,8288,44,F,1,Good
7523,288468,36,8013,Monthly Statement,127,NULL,1,8013,6060.57,33971.73,386,86513,4.155,0.017,8288,36,F,1,Good
8931,186300,60,3105,Weekly Statement,395,classic,3,3715.9,10654.2,61704.82,360,86513,4.155,0.017,8288,45,M,1,Good
349,42816,12,3568,Monthly Statement,458,NULL,2,4114,3192.48,17055.05,107,226122,4.295,0.042,8994,57,M,1,Good
846,187104,24,7796,Monthly Statement,141,classic,1,7795.5,12440.17,66175.48,229,226122,4.295,0.042,8994,19,F,1,Good
915,309552,48,6449,Monthly Statement,241,NULL,2,10370,11944.67,51495.36,330,226122,4.295,0.042,8994,57,M,1,Good
3608,161496,36,4486,Weekly Statement,633,NULL,2,3805,7397.93,44887.09,352,226122,4.295,0.042,8994,21,M,1,Good
4794,465504,48,9698,Monthly Statement,374,NULL,5,3405,4491.12,18703.69,197,226122,4.295,0.042,8994,32,M,1,Bad
5118,53232,48,1109,Monthly Statement,638,NULL,3,1550,2600.23,34816.92,305,226122,4.295,0.042,8994,29,M,1,Good
5256,193968,36,5388,Per Transaction,197,NULL,1,5388.5,8926.52,52787.84,408,226122,4.295,0.042,8994,17,M,1,Good
5445,78696,36,2186,Monthly Statement,224,NULL,5,1158.6,3381.06,37644.32,193,226122,4.295,0.042,8994,27,F,1,Good
7562,309600,48,6450,Weekly Statement,348,NULL,1,6450.2,13248.57,66885.8,295,226122,4.295,0.042,8994,17,M,1,Good
9030,155616,48,3242,Monthly Statement,691,NULL,3,2220,4626.2,46860.13,384,226122,4.295,0.042,8994,26,F,1,Good
9199,29448,12,2454,Monthly Statement,119,NULL,1,2454.5,4663.41,13411.6,221,226122,4.295,0.042,8994,45,M,1,Bad
10440,60000,60,1000,Monthly Statement,658,NULL,3,1970,2606.17,36819.13,457,226122,4.295,0.042,8994,45,M,0,Good
10445,23412,12,1951,Monthly Statement,603,classic,2,2592.5,7657.47,60391.83,205,226122,4.295,0.042,8994,38,M,1,Good
11042,217152,36,6032,Monthly Statement,309,classic,2,7233.9,11444.6,56111.01,321,226122,4.295,0.042,8994,17,M,1,Good
25,30276,12,2523,Monthly Statement,498,NULL,4,2653.55,10797.61,56279.13,274,228848,4.405,0.025,9893,32,M,1,Good
378,230400,60,3840,Monthly Statement,446,NULL,5,2713.44,11415.41,68190.45,344,228848,4.405,0.025,9893,32,M,1,Good
1071,253200,60,4220,Weekly Statement,255,NULL,1,4219.5,9562.87,47187.39,393,228848,4.405,0.025,9893,44,F,0,Good
1244,35904,48,748,Monthly Statement,296,NULL,5,846.6,1522.23,17013.87,254,228848,4.405,0.025,9893,47,M,1,Good
1698,141948,36,3943,Monthly Statement,114,classic,2,6792.5,6360.67,46668.52,213,228848,4.405,0.025,9893,46,F,1,Good
1993,68400,12,5700,Monthly Statement,167,NULL,1,5700.3,8930.86,33456.91,243,228848,4.405,0.025,9893,19,F,1,Bad
2343,99336,24,4139,Monthly Statement,330,NULL,2,4431,4162,39104.17,303,228848,4.405,0.025,9893,15,F,1,Good
2910,437460,60,7291,Monthly Statement,312,classic,3,7241.77,15539.24,44637.06,85,228848,4.405,0.025,9893,45,F,1,Good
4533,81144,36,2254,Monthly Statement,275,classic,2,6366.25,15296.14,63035.13,119,228848,4.405,0.025,9893,54,F,1,Good
5133,57060,12,4755,Weekly Statement,415,classic,4,2341.5,9659.75,50740.85,196,228848,4.405,0.025,9893,51,M,1,Good
7424,30276,12,2523,Monthly Statement,498,NULL,4,2653.55,10809.4,53878.87,274,228848,4.405,0.025,9893,32,M,1,Good
7632,170448,48,3551,Monthly Statement,473,NULL,2,6590,7899.18,42927.04,161,228848,4.405,0.025,9893,54,F,1,Good
8564,76680,24,3195,Monthly Statement,545,NULL,3,5282.67,9683.49,54558.81,543,228848,4.405,0.025,9893,42,M,1,Good
9263,39576,12,3298,Monthly Statement,338,NULL,3,4411.43,5587.95,26055.66,238,228848,4.405,0.025,9893,33,F,1,Good
9307,41904,12,3492,Monthly Statement,603,NULL,3,3626.83,7649.53,58766.8,649,228848,4.405,0.025,9893,16,M,0,Good
10320,259740,60,4329,Monthly Statement,155,NULL,2,8371.4,8510.06,38296.06,441,228848,4.405,0.025,9893,11,M,1,Good
2994,48744,36,1354,Monthly Statement,134,classic,2,2285.5,6264.88,50284.93,212,148545,4.785,0.024,8909,32,F,1,Good
4268,41988,12,3499,Monthly Statement,622,NULL,2,5072.5,4460.52,38957.13,141,148545,4.785,0.024,8909,22,M,1,Good
4631,87528,24,3647,Per Transaction,366,classic,1,3647,8315.96,58287.48,133,148545,4.785,0.024,8909,43,M,1,Good
5228,173808,24,7242,Per Transaction,383,NULL,1,7242,15677.37,64091.72,454,148545,4.785,0.024,8909,37,F,1,Good
7181,49872,12,4156,Per Transaction,684,NULL,5,2027.5,6657.85,56545.9,296,148545,4.785,0.024,8909,31,F,1,Good
8321,89040,60,1484,Monthly Statement,392,NULL,2,4262.5,3375.12,36367.29,535,148545,4.785,0.024,8909,24,F,1,Good
290,123696,48,2577,Monthly Statement,336,NULL,3,2834.67,8497.66,53456.64,491,124605,4.835,0.024,8772,50,M,1,Good
1318,185544,36,5154,Monthly Statement,293,NULL,5,3670.4,6633.78,22717.74,57,124605,4.835,0.024,8772,55,M,1,Good
4260,244560,60,4076,Monthly Statement,258,NULL,2,8040.75,8956.28,30600.54,365,124605,4.835,0.024,8772,27,F,0,Good
4550,61320,60,1022,Monthly Statement,331,NULL,4,1041.5,2430.37,24398.91,176,124605,4.835,0.024,8772,50,F,1,Good
6051,276660,36,7685,Monthly Statement,314,NULL,1,7685,3617.04,16486.47,391,124605,4.835,0.024,8772,41,M,1,Bad
7559,12792,12,1066,Monthly Statement,413,NULL,2,2589,2509.3,35128.38,114,124605,4.835,0.024,8772,25,F,1,Good
9167,272220,60,4537,Monthly Statement,339,NULL,4,2729.82,7580.14,48846.99,190,124605,4.835,0.024,8772,57,F,1,Good
960,189060,60,3151,Per Transaction,203,classic,2,4545.5,11889.72,55426.47,369,149893,4.845,0.037,9753,36,F,1,Good
4650,402000,60,6700,Monthly Statement,315,NULL,3,3360.67,3093.84,24344.7,269,149893,4.845,0.037,9753,12,M,1,Good
5267,129312,24,5388,Monthly Statement,684,NULL,1,5388.5,12308.35,43747.96,233,149893,4.845,0.037,9753,24,F,1,Bad
5358,68340,60,1139,Monthly Statement,617,NULL,2,5165,8400.55,50175.32,267,149893,4.845,0.037,9753,40,M,1,Good
7454,63312,48,1319,Monthly Statement,402,NULL,3,1365.33,1556.71,17117.43,449,149893,4.845,0.037,9753,38,F,0,Good
8475,21072,24,878,Monthly Statement,135,NULL,3,1735.33,2002.94,31828.28,544,149893,4.845,0.037,9753,29,F,0,Good
10063,233424,36,6484,Weekly Statement,254,NULL,5,3649.34,9471.41,49418.36,232,149893,4.845,0.037,9753,34,M,1,Good
940,284280,60,4738,Monthly Statement,561,gold,1,4738,13575.52,72794.26,297,114006,4.925,0.036,9065,38,F,1,Good
2055,271260,60,4521,Monthly Statement,458,NULL,2,5682.5,4651.94,13352.83,99,114006,4.925,0.036,9065,24,M,1,Good
3754,68544,24,2856,Weekly Statement,258,NULL,5,1965.8,6847.79,49882.26,312,114006,4.925,0.036,9065,16,M,1,Good
3907,133848,24,5577,Monthly Statement,697,NULL,1,5577.3,10772.57,44806.23,173,114006,4.925,0.036,9065,38,F,1,Good
8127,155880,24,6495,Monthly Statement,641,classic,2,7399.9,12240.72,68464.94,392,114006,4.925,0.036,9065,28,F,1,Good
9235,83280,48,1735,Monthly Statement,628,classic,1,1735,4897.62,42475,286,114006,4.925,0.036,9065,55,F,1,Good
11069,119136,48,2482,Monthly Statement,641,NULL,1,2482,8930.72,54140.82,256,114006,4.925,0.036,9065,34,F,1,Good
97,102876,12,8573,Monthly Statement,462,classic,5,2487.6,4486.34,39814.61,274,323870,5.095,0.057,10673,52,M,1,Good
1242,128544,24,5356,Per Transaction,287,NULL,5,2879.94,7622.76,51192.2,230,323870,5.095,0.057,10673,46,F,1,Good
2080,214596,36,5961,Monthly Statement,138,classic,2,9794.5,16355.28,63789.81,128,323870,5.095,0.057,10673,56,M,1,Good
2912,380160,60,6336,Monthly Statement,579,classic,1,6336,15204.01,67985.42,369,323870,5.095,0.057,10673,42,M,1,Good
3249,68124,12,5677,Monthly Statement,320,NULL,2,6937,7099.59,37501.17,162,323870,5.095,0.057,10673,36,M,1,Good
3273,94512,12,7876,Monthly Statement,632,NULL,1,7876,15059.54,34594.55,260,323870,5.095,0.057,10673,41,M,1,Bad
3353,146064,24,6086,Monthly Statement,166,NULL,4,4293.55,8585.53,43421.25,230,323870,5.095,0.057,10673,44,F,1,Good
4342,100128,24,4172,Monthly Statement,589,classic,2,5153.5,10424.28,68942.87,245,323870,5.095,0.057,10673,50,F,1,Good
4413,221280,48,4610,Weekly Statement,389,NULL,2,6206,11057.84,37825.61,387,323870,5.095,0.057,10673,23,M,1,Good
5742,232560,48,4845,Per Transaction,164,NULL,1,4845,10118.79,49002.03,243,323870,5.095,0.057,10673,26,F,1,Good
6148,59760,24,2490,Monthly Statement,312,classic,2,5168.5,7037.15,62014.12,416,323870,5.095,0.057,10673,32,M,1,Good
6226,398640,60,6644,Weekly Statement,512,NULL,1,6643.7,14412.4,67899.04,401,323870,5.095,0.057,10673,35,F,1,Good
6363,17508,12,1459,Monthly Statement,450,gold,1,1459,4660.76,51932.17,354,323870,5.095,0.057,10673,45,M,0,Good
6510,76992,24,3208,Monthly Statement,139,classic,1,3207.8,10823.5,48684.29,164,323870,5.095,0.057,10673,28,M,1,Good
6924,194880,48,4060,Monthly Statement,552,junior,2,4322.25,7799.98,38530.31,376,323870,5.095,0.057,10673,12,M,1,Good
7753,51696,24,2154,Monthly Statement,396,classic,1,2153.8,12693.25,58674.81,500,323870,5.095,0.057,10673,26,F,1,Good
8566,230220,36,6395,Monthly Statement,356,NULL,3,5281.27,6777.68,32238.66,452,323870,5.095,0.057,10673,52,F,1,Bad
9241,285240,60,4754,Monthly Statement,267,NULL,2,4174.35,8281.74,41142.7,202,323870,5.095,0.057,10673,41,M,1,Good
9591,104712,24,4363,Monthly Statement,691,NULL,2,4254.35,9564.72,45250.42,457,323870,5.095,0.057,10673,46,M,1,Good
9750,151728,48,3161,Monthly Statement,271,NULL,1,3160.7,10353.19,47080.87,416,323870,5.095,0.057,10673,15,M,1,Bad
1528,191088,48,3981,Monthly Statement,408,NULL,1,3981,6226.96,32866.59,193,102609,5.14,0.021,8187,31,M,1,Good
2334,48312,24,2013,Monthly Statement,503,NULL,2,6360,5437.59,32698.88,214,102609,5.14,0.021,8187,35,M,1,Good
3562,174960,24,7290,Monthly Statement,674,NULL,1,7290.5,12685.58,65372.33,200,102609,5.14,0.021,8187,21,F,1,Good
4127,100800,24,4200,Monthly Statement,469,NULL,4,3898.8,4060.7,17675.37,142,102609,5.14,0.021,8187,55,M,1,Bad
4503,135360,48,2820,Monthly Statement,363,junior,1,2819.8,13284.48,58129.02,293,102609,5.14,0.021,8187,16,M,1,Good
5952,141240,24,5885,Monthly Statement,388,classic,5,3113.06,7783.76,63072.5,628,102609,5.14,0.021,8187,28,M,1,Good
6461,150912,36,4192,Monthly Statement,333,classic,1,4192.5,9953.65,55372.95,198,102609,5.14,0.021,8187,22,F,1,Good
7713,220440,60,3674,Weekly Statement,641,NULL,2,6045.85,8710.16,38540.57,149,102609,5.14,0.021,8187,42,F,1,Good
8225,36204,12,3017,Monthly Statement,478,NULL,1,3017.2,5035.86,26264.6,196,102609,5.14,0.021,8187,56,M,1,Bad
10857,385560,60,6426,Monthly Statement,424,NULL,1,6426.3,8534.55,23113.34,158,102609,5.14,0.021,8187,38,M,1,Bad
10940,197748,36,5493,Monthly Statement,163,NULL,2,6505,7667.82,47919.99,428,102609,5.14,0.021,8187,24,F,0,Good
11317,317460,60,5291,Monthly Statement,499,NULL,3,3974.6,13987.6,66468.51,155,102609,5.14,0.021,8187,19,M,1,Good
4320,51360,12,4280,Monthly Statement,382,NULL,1,4280,14682.24,47434.32,196,117897,5.25,0.018,8814,52,F,1,Bad
5628,225420,60,3757,Monthly Statement,312,NULL,1,3757,5256.88,34890.91,313,117897,5.25,0.018,8814,47,F,1,Good
6472,43164,12,3597,Monthly Statement,363,NULL,1,3597,12862.13,59798.34,381,117897,5.25,0.018,8814,19,F,1,Good
6686,116496,24,4854,Monthly Statement,684,NULL,1,4853.8,11411.33,38920.76,188,117897,5.25,0.018,8814,35,M,1,Good
9656,139536,24,5814,Monthly Statement,576,NULL,2,8267.25,11633.44,56452.65,481,117897,5.25,0.018,8814,54,F,1,Good
11359,54024,12,4502,Monthly Statement,675,classic,3,3091.43,7799.16,36105.77,378,117897,5.25,0.018,8814,24,M,1,Good
5362,202848,48,4226,Weekly Statement,349,NULL,3,6200.43,8158.71,29765.3,192,127369,5.305,0.026,8369,57,F,1,Good
9673,88200,36,2450,Monthly Statement,462,NULL,2,3067.1,5373.19,41158.96,116,127369,5.305,0.026,8369,50,M,1,Good
10065,311232,48,6484,Monthly Statement,542,classic,1,6483.7,15935.44,73529.32,263,127369,5.305,0.026,8369,51,F,1,Good
10650,196224,48,4088,Monthly Statement,168,gold,2,7222,17135.29,75639.47,94,127369,5.305,0.026,8369,44,M,1,Good
10799,31140,60,519,Monthly Statement,326,NULL,1,519,2243.92,35676.31,83,127369,5.305,0.026,8369,17,M,1,Good
5181,399120,60,6652,Monthly Statement,450,NULL,1,6652.5,6636.25,39458.02,154,138032,5.52,0.031,8819,55,F,1,Good
7857,68112,12,5676,Monthly Statement,532,NULL,4,3753,9235.26,53222.23,579,138032,5.52,0.031,8819,17,F,0,Good
10789,45768,12,3814,Monthly Statement,447,NULL,4,4439.18,11409.67,61220.06,286,138032,5.52,0.031,8819,49,M,1,Good
11135,182628,36,5073,Monthly Statement,142,NULL,2,4168.5,5049.23,39338.62,416,138032,5.52,0.031,8819,31,M,1,Good
347,187224,24,7801,Monthly Statement,504,NULL,1,7801.2,10410.83,43980.64,379,114200,5.73,0.021,8403,44,M,0,Bad
1012,98184,24,4091,Monthly Statement,111,NULL,1,4090.8,7505.29,39696.39,412,114200,5.73,0.021,8403,49,F,1,Good
1447,100080,48,2085,Monthly Statement,103,NULL,2,5147.35,4788.38,29367.42,127,114200,5.73,0.021,8403,32,F,1,Good
2456,200976,48,4187,Monthly Statement,219,NULL,2,6870.65,8711.73,40951.64,265,114200,5.73,0.021,8403,37,M,1,Good
9627,244368,48,5091,Per Transaction,488,NULL,1,5091.3,13069.85,63065.89,360,114200,5.73,0.021,8403,22,M,1,Good
10884,113544,36,3154,Monthly Statement,358,NULL,3,2962.67,6286.27,46865.74,363,114200,5.73,0.021,8403,49,M,1,Good
176,27456,12,2288,Weekly Statement,241,NULL,4,1746.32,10550.07,49256.09,274,161227,5.75,0.03,8678,26,M,1,Good
303,112752,36,3132,Monthly Statement,674,classic,2,3467.5,5550.9,47716.64,176,161227,5.75,0.03,8678,42,F,1,Good
1718,172272,24,7178,Monthly Statement,331,NULL,2,10817,16212.6,63374.01,83,161227,5.75,0.03,8678,51,M,1,Good
3166,177744,48,3703,Monthly Statement,511,classic,1,3702.8,9726.23,51253.59,427,161227,5.75,0.03,8678,19,M,0,Bad
7156,49488,24,2062,Monthly Statement,217,classic,1,2062,8529.94,45033.66,87,161227,5.75,0.03,8678,56,F,1,Good
10728,154656,48,3222,Monthly Statement,454,NULL,2,3544.25,6471.86,40462.32,333,161227,5.75,0.03,8678,35,M,1,Good
2176,299088,36,8308,Monthly Statement,419,NULL,3,4842.6,8654.49,34860.07,471,106054,6.16,0.03,8110,28,F,1,Bad
4858,335184,48,6983,Monthly Statement,401,NULL,1,6983.3,12024.74,31331.27,134,106054,6.16,0.03,8110,20,F,1,Bad
6158,247920,48,5165,Monthly Statement,271,NULL,1,5165.2,9098.56,48419.57,111,106054,6.16,0.03,8110,40,F,1,Bad
8094,220428,36,6123,Monthly Statement,166,NULL,2,5894,15601.56,58814.78,161,106054,6.16,0.03,8110,31,M,1,Good
10788,45768,12,3814,Weekly Statement,274,NULL,1,3813.7,6009.7,31357.28,373,106054,6.16,0.03,8110,17,F,0,Good
11362,129408,24,5392,Monthly Statement,440,NULL,5,2137.4,3866.31,30469.94,344,106054,6.16,0.03,8110,34,F,1,Good
2322,46320,24,1930,Monthly Statement,544,NULL,5,1722,6810.39,45504.96,460,133777,6.68,0.036,8705,13,M,1,Good
2413,17952,12,1496,Monthly Statement,344,NULL,2,3972,6096.6,31700.33,76,133777,6.68,0.036,8705,45,F,1,Good
4949,289920,48,6040,Monthly Statement,320,gold,1,6039.8,13441.24,64986.97,154,133777,6.68,0.036,8705,54,F,1,Good
11244,155760,24,6490,Monthly Statement,333,NULL,2,9322.25,11844.91,45722.24,170,133777,6.68,0.036,8705,49,F,1,Good
132,88440,12,7370,Per Transaction,179,classic,1,7370.2,12807.85,52603.14,198,128118,6.78,0.054,9317,51,F,1,Good
1811,239460,60,3991,Monthly Statement,274,NULL,3,4980.6,7174.26,35110.61,470,128118,6.78,0.054,9317,52,F,0,Good
3064,15420,12,1285,Monthly Statement,667,NULL,3,2484.67,2940.81,34505.82,512,128118,6.78,0.054,9317,30,F,0,Good
5313,300660,60,5011,Monthly Statement,304,NULL,4,3231.8,8247.93,49107.32,601,128118,6.78,0.054,9317,40,M,1,Good
7636,42384,12,3532,Monthly Statement,475,NULL,3,2311.33,6647.55,43748.84,205,128118,6.78,0.054,9317,56,F,1,Good
9006,186384,48,3883,Weekly Statement,645,NULL,2,4212,10415.23,56833.15,433,128118,6.78,0.054,9317,33,M,1,Good
1389,125472,24,5228,Monthly Statement,393,NULL,2,5801.85,10603.13,48904.23,126,125236,7.055,0.042,9675,54,M,1,Good
2228,185952,48,3874,Monthly Statement,375,NULL,2,4249.35,9030.53,46685.1,356,125236,7.055,0.042,9675,46,M,1,Good
3455,67464,12,5622,Monthly Statement,359,NULL,1,5622.5,12340.98,52673.52,190,125236,7.055,0.042,9675,57,M,1,Good
5442,174744,24,7281,Monthly Statement,452,junior,4,4619.58,8186.32,30541.96,530,125236,7.055,0.042,9675,16,F,0,Bad
