amount,duration,payments,frequency,date_diff,card_type,no_orders,avg_order,avg_trans,avg_bal,no_of_trans,total_inhabitants,avg_unemp_rt,avg_crime_rt,avg_salary,age_at_loan,Gender_F,Gender_M,same_dist_N,same_dist_Y,loan_status
45456,12,3788,0.8204747774480712,329,0.1943620178041543,1,3788.3,8826.55,43457.52,97,53921,3.015,0.032,8598,51,0,1,0,1,0
87840,24,3660,0.8204747774480712,124,0.7537091988130564,5,1759.36,4802.84,30675.75,675,53921,3.015,0.032,8598,14,0,1,0,1,0
23520,12,1960,0.8204747774480712,355,0.7537091988130564,3,3469.73,4064.93,21759.19,175,107911,3.045,0.017,8240,52,1,0,0,1,0
389136,48,8107,0.8204747774480712,354,0.7537091988130564,1,8107.3,17180.58,55640.93,166,107911,3.045,0.017,8240,26,1,0,0,1,0
176328,36,4898,0.8204747774480712,625,0.7537091988130564,5,2886.64,6949.23,50484.18,282,107911,3.045,0.017,8240,51,1,0,0,1,0
14028,12,1169,0.8204747774480712,674,0.7537091988130564,3,2088.33,4595.87,57448.31,280,107911,3.045,0.017,8240,52,0,1,0,1,0
110112,24,4588,0.8204747774480712,330,0.7537091988130564,2,6940.25,12205.93,54492.88,254,107911,3.045,0.017,8240,29,1,0,0,1,0
170700,60,2845,0.8204747774480712,432,0.7537091988130564,1,2845.0,5786.33,32501.45,131,107911,3.045,0.017,8240,23,1,0,0,1,0
159744,48,3328,0.8204747774480712,280,0.1943620178041543,3,3055.4,11007.92,51807.72,199,70699,3.09,0.026000000000000002,8968,24,0,1,0,1,0
163332,36,4537,0.8204747774480712,443,0.7537091988130564,1,4537.3,8251.55,28793.44,72,70699,3.09,0.026000000000000002,8968,57,1,0,0,1,0
154416,48,3217,0.13353115727002968,176,0.7537091988130564,1,3216.7,13179.01,59249.76,474,70699,3.09,0.026000000000000002,8968,24,0,1,0,1,0
266220,60,4437,0.8204747774480712,522,0.7537091988130564,4,3071.5,5007.27,36648.25,532,70646,3.145,0.022000000000000002,8547,31,0,1,0,1,0
220620,60,3677,0.8204747774480712,521,0.7537091988130564,3,4332.1,6024.2,31612.17,392,70646,3.145,0.022000000000000002,8547,53,0,1,0,1,0
97632,12,8136,0.8204747774480712,301,0.7537091988130564,3,6860.67,12866.43,59053.01,547,70646,3.145,0.022000000000000002,8547,26,0,1,1,0,0
84288,48,1756,0.8204747774480712,446,0.7537091988130564,2,3790.5,5562.53,34672.08,147,45714,3.21,0.019,8843,40,0,1,0,1,0
347952,48,7249,0.8204747774480712,657,0.7537091988130564,1,7248.8,11978.06,65513.88,408,45714,3.21,0.019,8843,30,0,1,0,1,0
51408,24,2142,0.8204747774480712,387,0.1943620178041543,1,2142.0,12470.1,63675.63,407,45714,3.21,0.019,8843,41,1,0,0,1,0
26208,36,728,0.8204747774480712,129,0.7537091988130564,2,1941.5,3117.94,26846.5,103,45714,3.21,0.019,8843,25,0,1,0,1,0
97980,60,1633,0.8204747774480712,623,0.7537091988130564,3,2452.0,3470.65,20668.47,259,45714,3.21,0.019,8843,17,0,1,0,1,0
417060,60,6951,0.8204747774480712,558,0.7537091988130564,3,4380.27,6611.67,42368.32,423,45714,3.21,0.019,8843,34,0,1,0,1,0
82128,24,3422,0.8204747774480712,506,0.7537091988130564,1,3421.5,6067.04,31893.58,144,45714,3.21,0.019,8843,26,1,0,0,1,0
153936,24,6414,0.8204747774480712,115,0.7537091988130564,1,6413.7,15657.35,58962.93,73,105606,3.275,0.021,8254,44,1,0,0,1,0
79608,24,3317,0.8204747774480712,313,0.7537091988130564,1,3317.0,15016.13,65773.4,462,105606,3.275,0.021,8254,20,1,0,0,1,0
149340,60,2489,0.13353115727002968,321,0.7537091988130564,2,5621.65,5495.93,35020.3,427,105606,3.275,0.021,8254,27,1,0,0,1,0
77640,12,6470,0.13353115727002968,333,0.7537091988130564,1,6469.7,13582.18,62552.73,403,105606,3.275,0.021,8254,23,1,0,1,0,0
113436,36,3151,0.8204747774480712,384,0.1943620178041543,1,3151.3,17747.74,69377.26,133,105606,3.275,0.021,8254,39,1,0,0,1,0
314520,60,5242,0.13353115727002968,484,0.7537091988130564,2,7857.0,14230.56,59423.18,441,105606,3.275,0.021,8254,40,0,1,0,1,0
44640,24,1860,0.8204747774480712,417,0.7537091988130564,1,1860.0,6946.18,40629.39,83,108871,3.355,0.023,8444,38,1,0,0,1,0
153504,48,3198,0.8204747774480712,502,0.7537091988130564,3,3358.27,6117.34,31061.46,224,108871,3.355,0.023,8444,18,1,0,0,1,0
99300,60,1655,0.8204747774480712,671,0.7537091988130564,3,2702.33,5769.64,35984.97,263,108871,3.355,0.023,8444,24,0,1,0,1,0
8616,24,359,0.8204747774480712,372,0.7537091988130564,3,2742.67,3760.52,37305.16,210,108871,3.355,0.023,8444,18,1,0,0,1,0
188616,24,7859,0.8204747774480712,583,0.7537091988130564,2,9049.5,10408.64,54125.58,230,108871,3.355,0.023,8444,55,1,0,0,1,0
44640,24,1860,0.8204747774480712,417,0.7537091988130564,1,1860.0,6960.42,41047.81,83,108871,3.355,0.023,8444,38,1,0,0,1,0
18324,12,1527,0.8204747774480712,430,0.7537091988130564,2,4923.0,7105.57,29415.3,196,108871,3.355,0.023,8444,46,0,1,0,1,0
148920,60,2482,0.13353115727002968,201,0.7537091988130564,2,6994.0,6369.18,33725.22,232,108871,3.355,0.023,8444,15,1,0,0,1,0
66840,24,2785,0.04599406528189911,463,0.7537091988130564,2,8238.0,12577.95,39265.57,223,58796,3.365,0.032,9045,58,0,1,0,1,0
21396,12,1783,0.8204747774480712,440,0.7537091988130564,1,1783.2,4486.57,29747.96,301,58796,3.365,0.032,9045,23,1,0,0,1,0
170832,48,3559,0.8204747774480712,356,0.7537091988130564,2,6604.0,15543.74,70556.29,93,58796,3.365,0.032,9045,25,1,0,0,1,0
140880,60,2348,0.8204747774480712,251,0.7537091988130564,2,6831.0,9397.15,41528.22,94,58796,3.365,0.032,9045,36,1,0,0,1,0
44376,12,3698,0.8204747774480712,164,0.1943620178041543,2,4873.4,12471.85,63700.11,291,58796,3.365,0.032,9045,30,1,0,0,1,0
52788,12,4399,0.8204747774480712,244,0.7537091988130564,3,2504.0,2654.79,22010.18,484,58796,3.365,0.032,9045,17,1,0,0,1,0
108720,60,1812,0.8204747774480712,594,0.1943620178041543,1,1812.3,11316.68,54170.54,105,77963,3.485,0.037000000000000005,8546,32,0,1,0,1,0
64224,24,2676,0.13353115727002968,440,0.7537091988130564,2,6212.5,6832.37,40743.74,110,77963,3.485,0.037000000000000005,8546,56,1,0,0,1,0
466608,48,9721,0.8204747774480712,575,0.7537091988130564,1,9721.0,6497.32,43064.82,212,77963,3.485,0.037000000000000005,8546,51,0,1,0,1,0
151200,36,4200,0.8204747774480712,241,0.7537091988130564,2,9324.1,14886.25,52607.39,94,77963,3.485,0.037000000000000005,8546,48,1,0,0,1,0
317520,60,5292,0.8204747774480712,303,0.7537091988130564,5,2978.8,5691.73,47649.8,299,77963,3.485,0.037000000000000005,8546,29,0,1,0,1,0
104964,12,8747,0.8204747774480712,644,0.7537091988130564,2,8676.5,6680.21,38456.89,177,77963,3.485,0.037000000000000005,8546,28,1,0,0,1,0
52128,24,2172,0.8204747774480712,264,0.1943620178041543,1,2172.0,6031.3,45315.96,526,94812,3.525,0.031,9650,35,0,1,1,0,0
178500,60,2975,0.8204747774480712,304,0.7537091988130564,4,1901.0,2370.65,16895.42,150,182027,3.535,0.024,8746,27,0,1,0,1,0
231168,48,4816,0.8204747774480712,613,0.02967359050445104,3,3073.67,12742.73,55599.85,180,182027,3.535,0.024,8746,20,0,1,0,1,0
74040,12,6170,0.8204747774480712,636,0.7537091988130564,5,2930.6,5564.44,49231.18,397,182027,3.535,0.024,8746,41,0,1,0,1,0
168264,36,4674,0.8204747774480712,204,0.7537091988130564,2,9068.1,10859.03,26730.87,111,182027,3.535,0.024,8746,43,1,0,0,1,0
374760,60,6246,0.8204747774480712,461,0.7537091988130564,4,4361.45,9880.38,54097.47,214,182027,3.535,0.024,8746,43,1,0,0,1,0
110736,48,2307,0.13353115727002968,254,0.7537091988130564,4,2416.7,4399.61,34462.23,130,51428,3.555,0.02,8402,58,0,1,0,1,0
53076,12,4423,0.8204747774480712,333,0.1943620178041543,2,6829.0,5533.66,33872.48,218,51428,3.555,0.02,8402,45,1,0,0,1,0
45336,24,1889,0.8204747774480712,489,0.7537091988130564,2,3909.5,6783.54,51307.78,358,51428,3.555,0.02,8402,34,1,0,0,1,0
125472,24,5228,0.04599406528189911,281,0.7537091988130564,2,10054.85,14226.38,77371.24,182,51428,3.555,0.02,8402,52,0,1,0,1,0
396120,60,6602,0.13353115727002968,550,0.1943620178041543,1,6601.7,13812.93,59719.84,275,51428,3.555,0.02,8402,47,0,1,0,1,0
182040,60,3034,0.8204747774480712,362,0.1943620178041543,1,3034.0,14315.75,69319.47,306,51428,3.555,0.02,8402,45,0,1,0,1,0
111384,24,4641,0.8204747774480712,472,0.7537091988130564,3,4088.67,11670.91,60965.28,634,51428,3.555,0.02,8402,23,1,0,1,0,0
41256,12,3438,0.8204747774480712,682,0.02225519287833828,5,2398.8,10903.83,66816.99,303,51428,3.555,0.02,8402,56,1,0,0,1,0
177504,48,3698,0.04599406528189911,536,0.1943620178041543,1,3697.8,11160.63,54444.41,181,51428,3.555,0.02,8402,50,1,0,0,1,0
110736,48,2307,0.13353115727002968,254,0.7537091988130564,4,2416.7,4420.2,32514.37,130,51428,3.555,0.02,8402,58,0,1,0,1,0
140064,24,5836,0.13353115727002968,673,0.1943620178041543,1,5836.0,14108.68,67486.63,194,51428,3.555,0.02,8402,48,0,1,0,1,0
189696,24,7904,0.13353115727002968,267,0.7537091988130564,4,2960.95,7570.04,47063.61,415,51428,3.555,0.02,8402,46,1,0,0,1,0
265320,36,7370,0.8204747774480712,643,0.7537091988130564,2,5602.5,5305.13,39222.42,451,51428,3.555,0.02,8402,47,0,1,1,0,0
102240,60,1704,0.8204747774480712,607,0.1943620178041543,2,4031.0,3756.47,38258.0,263,109164,3.665,0.021,8757,52,0,1,0,1,0
68664,24,2861,0.13353115727002968,501,0.7537091988130564,1,2860.7,9027.86,38762.16,145,109164,3.665,0.021,8757,18,0,1,0,1,0
174840,60,2914,0.8204747774480712,389,0.7537091988130564,3,2712.6,5587.25,34492.55,113,109164,3.665,0.021,8757,47,0,1,0,1,0
20352,48,424,0.8204747774480712,283,0.7537091988130564,2,2316.0,2931.56,25314.76,292,109164,3.665,0.021,8757,48,0,1,0,1,0
53472,12,4456,0.13353115727002968,617,0.7537091988130564,1,4456.0,13587.44,65723.2,222,81344,3.68,0.034,8899,54,1,0,0,1,0
44088,24,1837,0.8204747774480712,236,0.7537091988130564,2,2605.0,5554.79,43216.35,300,81344,3.68,0.034,8899,44,0,1,0,1,0
20220,12,1685,0.8204747774480712,343,0.1943620178041543,2,5203.9,10737.19,50401.42,366,81344,3.68,0.034,8899,22,0,1,0,1,0
33348,12,2779,0.8204747774480712,368,0.7537091988130564,1,2778.7,12433.4,45632.48,167,81344,3.68,0.034,8899,27,0,1,0,1,0
221880,60,3698,0.8204747774480712,311,0.7537091988130564,5,1447.96,5187.34,51147.96,299,81344,3.68,0.034,8899,53,0,1,0,1,0
144960,48,3020,0.8204747774480712,601,0.7537091988130564,2,5089.0,13452.05,67525.06,214,81344,3.68,0.034,8899,31,0,1,0,1,0
93600,24,3900,0.8204747774480712,308,0.1943620178041543,4,2203.88,6580.65,49513.42,289,81344,3.68,0.034,8899,20,1,0,0,1,0
52236,36,1451,0.8204747774480712,444,0.7537091988130564,2,3246.5,2691.86,40892.72,174,81344,3.68,0.034,8899,55,1,0,0,1,0
341280,60,5688,0.8204747774480712,406,0.1943620178041543,1,5688.0,14207.61,44112.29,198,81344,3.68,0.034,8899,44,1,0,0,1,0
162576,36,4516,0.8204747774480712,418,0.1943620178041543,3,2554.67,6839.22,45365.28,209,159617,3.805,0.037000000000000005,9198,41,1,0,0,1,0
43200,24,1800,0.8204747774480712,304,0.7537091988130564,2,3755.0,4675.32,39581.85,103,159617,3.805,0.037000000000000005,9198,49,0,1,0,1,0
106128,36,2948,0.13353115727002968,337,0.7537091988130564,1,2948.0,7471.31,42200.23,137,159617,3.805,0.037000000000000005,9198,15,1,0,0,1,0
475680,48,9910,0.8204747774480712,123,0.1943620178041543,2,9235.5,8484.92,46895.28,161,159617,3.805,0.037000000000000005,9198,31,0,1,0,1,0
128268,36,3563,0.8204747774480712,170,0.1943620178041543,1,3563.0,9632.17,63713.11,108,159617,3.805,0.037000000000000005,9198,51,1,0,0,1,0
31260,12,2605,0.8204747774480712,654,0.7537091988130564,2,4673.5,3905.21,22276.53,191,159617,3.805,0.037000000000000005,9198,26,1,0,0,1,0
24180,60,403,0.8204747774480712,534,0.7537091988130564,5,811.6,5354.15,79272.04,249,159617,3.805,0.037000000000000005,9198,55,1,0,0,1,0
104808,12,8734,0.8204747774480712,186,0.7537091988130564,5,3468.4,4513.02,37433.85,572,125832,3.815,0.017,8512,51,1,0,0,1,0
88608,12,7384,0.04599406528189911,632,0.7537091988130564,1,7384.0,12602.47,54237.57,168,125832,3.815,0.017,8512,47,1,0,0,1,0
79632,24,3318,0.8204747774480712,141,0.7537091988130564,3,5029.67,11875.14,55903.99,458,125832,3.815,0.017,8512,35,0,1,0,1,0
465072,48,9689,0.8204747774480712,541,0.7537091988130564,1,9689.0,7604.44,42890.65,392,125832,3.815,0.017,8512,43,1,0,0,1,0
368880,60,6148,0.8204747774480712,590,0.7537091988130564,4,2683.75,9763.81,50416.79,480,125832,3.815,0.017,8512,18,1,0,0,1,0
67980,12,5665,0.8204747774480712,118,0.7537091988130564,1,5665.0,5737.88,44826.92,162,125832,3.815,0.017,8512,51,0,1,0,1,0
151560,24,6315,0.8204747774480712,194,0.02225519287833828,2,8224.5,11902.3,56137.61,421,125832,3.815,0.017,8512,37,1,0,0,1,0
202788,36,5633,0.13353115727002968,387,0.7537091988130564,2,8813.5,14660.56,67825.58,330,51313,3.86,0.027000000000000003,8930,43,0,1,0,1,0
61560,12,5130,0.13353115727002968,326,0.1943620178041543,4,4848.12,8566.14,33462.47,274,51313,3.86,0.027000000000000003,8930,50,1,0,0,1,0
92976,24,3874,0.13353115727002968,569,0.1943620178041543,2,8629.85,13005.1,62734.05,420,51313,3.86,0.027000000000000003,8930,25,0,1,0,1,0
36684,12,3057,0.8204747774480712,631,0.7537091988130564,1,3057.0,4429.45,26750.7,431,51313,3.86,0.027000000000000003,8930,16,0,1,1,0,0
224604,36,6239,0.8204747774480712,519,0.02967359050445104,1,6239.2,14296.17,68073.47,425,51313,3.86,0.027000000000000003,8930,14,1,0,0,1,0
104712,24,4363,0.13353115727002968,569,0.7537091988130564,2,8874.35,12920.59,65320.47,421,51313,3.86,0.027000000000000003,8930,25,0,1,0,1,0
123300,36,3425,0.13353115727002968,565,0.1943620178041543,1,3425.2,12860.92,54359.86,162,118650,3.9,0.05,9832,53,0,1,0,1,0
25944,24,1081,0.8204747774480712,260,0.1943620178041543,1,1081.0,9312.59,52050.89,357,118650,3.9,0.05,9832,34,0,1,0,1,0
198240,24,8260,0.8204747774480712,160,0.7537091988130564,2,7781.5,5316.36,27560.84,304,118650,3.9,0.05,9832,35,1,0,0,1,0
89340,60,1489,0.8204747774480712,267,0.7537091988130564,2,3252.5,4121.77,53490.1,249,110643,3.965,0.019,8441,25,0,1,0,1,0
82896,12,6908,0.8204747774480712,482,0.1943620178041543,4,4195.88,9982.39,57004.18,609,110643,3.965,0.019,8441,19,1,0,1,0,0
192744,36,5354,0.8204747774480712,488,0.1943620178041543,1,5353.5,10880.97,67194.59,431,110643,3.965,0.019,8441,23,0,1,0,1,0
150180,60,2503,0.13353115727002968,199,0.7537091988130564,3,3807.27,13323.09,63042.46,210,110643,3.965,0.019,8441,56,1,0,0,1,0
49320,36,1370,0.8204747774480712,425,0.7537091988130564,3,1978.33,3386.18,28553.85,175,110643,3.965,0.019,8441,28,1,0,0,1,0
240900,60,4015,0.8204747774480712,533,0.7537091988130564,2,6467.0,5113.25,26573.0,125,110643,3.965,0.019,8441,49,0,1,0,1,0
89340,60,1489,0.8204747774480712,267,0.7537091988130564,2,3252.5,4119.3,54166.11,249,110643,3.965,0.019,8441,25,0,1,0,1,0
54396,36,1511,0.8204747774480712,191,0.7537091988130564,1,1511.0,2794.26,59367.7,189,110643,3.965,0.019,8441,53,1,0,0,1,0
105804,36,2939,0.8204747774480712,185,0.1943620178041543,2,4966.35,5983.63,35669.36,462,107870,4.07,0.036000000000000004,8754,53,0,1,1,0,0
40632,12,3386,0.13353115727002968,444,0.7537091988130564,5,1380.9,4812.99,52229.79,212,107870,4.07,0.036000000000000004,8754,53,0,1,0,1,0
143904,24,5996,0.8204747774480712,518,0.7537091988130564,3,3161.07,9248.27,56720.97,560,107870,4.07,0.036000000000000004,8754,39,1,0,1,0,0
74124,36,2059,0.13353115727002968,529,0.7537091988130564,4,1480.25,8252.14,55798.64,379,107870,4.07,0.036000000000000004,8754,57,0,1,0,1,0
331560,60,5526,0.8204747774480712,571,0.02967359050445104,3,4637.0,6547.08,57196.31,465,107870,4.07,0.036000000000000004,8754,10,1,0,1,0,0
133800,24,5575,0.8204747774480712,405,0.7537091988130564,3,5003.77,9331.93,45957.14,177,107870,4.07,0.036000000000000004,8754,53,1,0,0,1,0
392460,60,6541,0.8204747774480712,678,0.02967359050445104,2,8175.6,12455.63,67157.03,339,107870,4.07,0.036000000000000004,8754,16,0,1,0,1,0
205200,36,5700,0.13353115727002968,541,0.7537091988130564,4,4739.32,8622.56,56266.27,564,161954,4.115,0.023,8720,32,0,1,1,0,0
335280,48,6985,0.13353115727002968,464,0.7537091988130564,3,3364.43,13063.56,40543.77,239,161954,4.115,0.023,8720,44,0,1,0,1,0
84288,48,1756,0.8204747774480712,121,0.7537091988130564,3,2019.33,3884.7,33258.08,167,161954,4.115,0.023,8720,19,0,1,0,1,0
349392,48,7279,0.8204747774480712,657,0.1943620178041543,2,6810.65,12981.24,68515.3,283,161954,4.115,0.023,8720,39,1,0,0,1,0
194160,48,4045,0.8204747774480712,520,0.7537091988130564,5,2377.0,3231.15,28162.68,233,161954,4.115,0.023,8720,53,0,1,0,1,0
23184,12,1932,0.8204747774480712,315,0.7537091988130564,1,1932.0,2770.83,36277.56,218,161954,4.115,0.023,8720,18,0,1,0,1,0
538500,60,8975,0.8204747774480712,336,0.7537091988130564,2,6790.0,7265.11,31340.35,361,95616,4.14,0.03,9307,31,1,0,0,1,0
290820,60,4847,0.8204747774480712,342,0.1943620178041543,4,2056.75,5134.0,48864.51,128,95616,4.14,0.03,9307,57,1,0,0,1,0
199680,60,3328,0.8204747774480712,412,0.7537091988130564,2,3470.1,6712.49,32837.57,400,95616,4.14,0.03,9307,42,1,0,1,0,0
76080,12,6340,0.8204747774480712,371,0.02967359050445104,3,5225.43,10388.82,60857.08,261,95616,4.14,0.03,9307,18,0,1,0,1,0
22356,36,621,0.8204747774480712,314,0.7537091988130564,2,2441.0,2772.68,22634.64,104,95616,4.14,0.03,9307,54,1,0,0,1,0
285600,60,4760,0.13353115727002968,252,0.7537091988130564,1,4760.0,13825.13,58264.64,326,95616,4.14,0.03,9307,15,0,1,0,1,0
177804,36,4939,0.8204747774480712,423,0.7537091988130564,1,4939.0,10415.95,53945.85,173,95616,4.14,0.03,9307,26,0,1,0,1,0
87360,24,3640,0.8204747774480712,221,0.1943620178041543,2,5456.75,11291.7,55385.62,198,95616,4.14,0.03,9307,56,1,0,0,1,0
155640,24,6485,0.8204747774480712,412,0.7537091988130564,5,2553.0,5544.46,37220.16,370,95616,4.14,0.03,9307,54,0,1,0,1,0
67320,36,1870,0.8204747774480712,499,0.7537091988130564,4,2639.58,3450.26,23287.65,303,95616,4.14,0.03,9307,21,1,0,0,1,0
93888,36,2608,0.04599406528189911,156,0.7537091988130564,2,6665.6,6213.77,33983.19,440,86513,4.155,0.017,8288,43,0,1,0,1,0
24792,24,1033,0.8204747774480712,606,0.1943620178041543,3,1908.0,6706.53,51849.88,234,86513,4.155,0.017,8288,36,1,0,0,1,0
4980,12,415,0.8204747774480712,242,0.7537091988130564,4,1287.0,2727.08,25265.19,533,86513,4.155,0.017,8288,42,0,1,0,1,0
71820,36,1995,0.8204747774480712,403,0.7537091988130564,1,1995.0,11051.5,58984.87,127,86513,4.155,0.017,8288,30,1,0,0,1,0
106944,24,4456,0.8204747774480712,145,0.7537091988130564,4,1872.25,8588.03,40008.85,188,86513,4.155,0.017,8288,44,0,1,0,1,0
288468,36,8013,0.8204747774480712,127,0.7537091988130564,1,8013.0,6060.57,33971.73,386,86513,4.155,0.017,8288,36,0,1,0,1,0
186300,60,3105,0.13353115727002968,395,0.1943620178041543,3,3715.9,10654.2,61704.82,360,86513,4.155,0.017,8288,45,1,0,0,1,0
42816,12,3568,0.8204747774480712,458,0.7537091988130564,2,4114.0,3192.48,17055.05,107,226122,4.295,0.042,8994,57,1,0,0,1,0
187104,24,7796,0.8204747774480712,141,0.1943620178041543,1,7795.5,12440.17,66175.48,229,226122,4.295,0.042,8994,19,0,1,0,1,0
309552,48,6449,0.8204747774480712,241,0.7537091988130564,2,10370.0,11944.67,51495.36,330,226122,4.295,0.042,8994,57,1,0,0,1,0
161496,36,4486,0.13353115727002968,633,0.7537091988130564,2,3805.0,7397.93,44887.09,352,226122,4.295,0.042,8994,21,1,0,0,1,0
53232,48,1109,0.8204747774480712,638,0.7537091988130564,3,1550.0,2600.23,34816.92,305,226122,4.295,0.042,8994,29,1,0,0,1,0
193968,36,5388,0.04599406528189911,197,0.7537091988130564,1,5388.5,8926.52,52787.84,408,226122,4.295,0.042,8994,17,1,0,0,1,0
78696,36,2186,0.8204747774480712,224,0.7537091988130564,5,1158.6,3381.06,37644.32,193,226122,4.295,0.042,8994,27,0,1,0,1,0
309600,48,6450,0.13353115727002968,348,0.7537091988130564,1,6450.2,13248.57,66885.8,295,226122,4.295,0.042,8994,17,1,0,0,1,0
155616,48,3242,0.8204747774480712,691,0.7537091988130564,3,2220.0,4626.2,46860.13,384,226122,4.295,0.042,8994,26,0,1,0,1,0
60000,60,1000,0.8204747774480712,658,0.7537091988130564,3,1970.0,2606.17,36819.13,457,226122,4.295,0.042,8994,45,1,0,1,0,0
23412,12,1951,0.8204747774480712,603,0.1943620178041543,2,2592.5,7657.47,60391.83,205,226122,4.295,0.042,8994,38,1,0,0,1,0
217152,36,6032,0.8204747774480712,309,0.1943620178041543,2,7233.9,11444.6,56111.01,321,226122,4.295,0.042,8994,17,1,0,0,1,0
30276,12,2523,0.8204747774480712,498,0.7537091988130564,4,2653.55,10797.61,56279.13,274,228848,4.405,0.025,9893,32,1,0,0,1,0
230400,60,3840,0.8204747774480712,446,0.7537091988130564,5,2713.44,11415.41,68190.45,344,228848,4.405,0.025,9893,32,1,0,0,1,0
253200,60,4220,0.13353115727002968,255,0.7537091988130564,1,4219.5,9562.87,47187.39,393,228848,4.405,0.025,9893,44,0,1,1,0,0
35904,48,748,0.8204747774480712,296,0.7537091988130564,5,846.6,1522.23,17013.87,254,228848,4.405,0.025,9893,47,1,0,0,1,0
141948,36,3943,0.8204747774480712,114,0.1943620178041543,2,6792.5,6360.67,46668.52,213,228848,4.405,0.025,9893,46,0,1,0,1,0
99336,24,4139,0.8204747774480712,330,0.7537091988130564,2,4431.0,4162.0,39104.17,303,228848,4.405,0.025,9893,15,0,1,0,1,0
437460,60,7291,0.8204747774480712,312,0.1943620178041543,3,7241.77,15539.24,44637.06,85,228848,4.405,0.025,9893,45,0,1,0,1,0
81144,36,2254,0.8204747774480712,275,0.1943620178041543,2,6366.25,15296.14,63035.13,119,228848,4.405,0.025,9893,54,0,1,0,1,0
57060,12,4755,0.13353115727002968,415,0.1943620178041543,4,2341.5,9659.75,50740.85,196,228848,4.405,0.025,9893,51,1,0,0,1,0
30276,12,2523,0.8204747774480712,498,0.7537091988130564,4,2653.55,10809.4,53878.87,274,228848,4.405,0.025,9893,32,1,0,0,1,0
170448,48,3551,0.8204747774480712,473,0.7537091988130564,2,6590.0,7899.18,42927.04,161,228848,4.405,0.025,9893,54,0,1,0,1,0
76680,24,3195,0.8204747774480712,545,0.7537091988130564,3,5282.67,9683.49,54558.81,543,228848,4.405,0.025,9893,42,1,0,0,1,0
39576,12,3298,0.8204747774480712,338,0.7537091988130564,3,4411.43,5587.95,26055.66,238,228848,4.405,0.025,9893,33,0,1,0,1,0
41904,12,3492,0.8204747774480712,603,0.7537091988130564,3,3626.83,7649.53,58766.8,649,228848,4.405,0.025,9893,16,1,0,1,0,0
259740,60,4329,0.8204747774480712,155,0.7537091988130564,2,8371.4,8510.06,38296.06,441,228848,4.405,0.025,9893,11,1,0,0,1,0
48744,36,1354,0.8204747774480712,134,0.1943620178041543,2,2285.5,6264.88,50284.93,212,148545,4.785,0.024,8909,32,0,1,0,1,0
41988,12,3499,0.8204747774480712,622,0.7537091988130564,2,5072.5,4460.52,38957.13,141,148545,4.785,0.024,8909,22,1,0,0,1,0
87528,24,3647,0.04599406528189911,366,0.1943620178041543,1,3647.0,8315.96,58287.48,133,148545,4.785,0.024,8909,43,1,0,0,1,0
173808,24,7242,0.04599406528189911,383,0.7537091988130564,1,7242.0,15677.37,64091.72,454,148545,4.785,0.024,8909,37,0,1,0,1,0
49872,12,4156,0.04599406528189911,684,0.7537091988130564,5,2027.5,6657.85,56545.9,296,148545,4.785,0.024,8909,31,0,1,0,1,0
89040,60,1484,0.8204747774480712,392,0.7537091988130564,2,4262.5,3375.12,36367.29,535,148545,4.785,0.024,8909,24,0,1,0,1,0
123696,48,2577,0.8204747774480712,336,0.7537091988130564,3,2834.67,8497.66,53456.64,491,124605,4.835,0.024,8772,50,1,0,0,1,0
185544,36,5154,0.8204747774480712,293,0.7537091988130564,5,3670.4,6633.78,22717.74,57,124605,4.835,0.024,8772,55,1,0,0,1,0
244560,60,4076,0.8204747774480712,258,0.7537091988130564,2,8040.75,8956.28,30600.54,365,124605,4.835,0.024,8772,27,0,1,1,0,0
61320,60,1022,0.8204747774480712,331,0.7537091988130564,4,1041.5,2430.37,24398.91,176,124605,4.835,0.024,8772,50,0,1,0,1,0
12792,12,1066,0.8204747774480712,413,0.7537091988130564,2,2589.0,2509.3,35128.38,114,124605,4.835,0.024,8772,25,0,1,0,1,0
272220,60,4537,0.8204747774480712,339,0.7537091988130564,4,2729.82,7580.14,48846.99,190,124605,4.835,0.024,8772,57,0,1,0,1,0
189060,60,3151,0.04599406528189911,203,0.1943620178041543,2,4545.5,11889.72,55426.47,369,149893,4.845,0.037000000000000005,9753,36,0,1,0,1,0
402000,60,6700,0.8204747774480712,315,0.7537091988130564,3,3360.67,3093.84,24344.7,269,149893,4.845,0.037000000000000005,9753,12,1,0,0,1,0
68340,60,1139,0.8204747774480712,617,0.7537091988130564,2,5165.0,8400.55,50175.32,267,149893,4.845,0.037000000000000005,9753,40,1,0,0,1,0
63312,48,1319,0.8204747774480712,402,0.7537091988130564,3,1365.33,1556.71,17117.43,449,149893,4.845,0.037000000000000005,9753,38,0,1,1,0,0
21072,24,878,0.8204747774480712,135,0.7537091988130564,3,1735.33,2002.94,31828.28,544,149893,4.845,0.037000000000000005,9753,29,0,1,1,0,0
233424,36,6484,0.13353115727002968,254,0.7537091988130564,5,3649.34,9471.41,49418.36,232,149893,4.845,0.037000000000000005,9753,34,1,0,0,1,0
284280,60,4738,0.8204747774480712,561,0.02225519287833828,1,4738.0,13575.52,72794.26,297,114006,4.925,0.036000000000000004,9065,38,0,1,0,1,0
271260,60,4521,0.8204747774480712,458,0.7537091988130564,2,5682.5,4651.94,13352.83,99,114006,4.925,0.036000000000000004,9065,24,1,0,0,1,0
